"ngram_full","ngram_tail","ngram_head","freq"
"Ditto I","I","Ditto",6
"Divide the","the","Divide",16
"Division of","of","Division",112
"Dixie and","and","Dixie",2
"Dixon and","and","Dixon",9
"Do I","I","Do",271
"Do It","It","Do",40
"Do NOT","NOT","Do",17
"Do You","You","Do",53
"Do any","any","Do",34
"Do go","go","Do",3
"Do hop","hop","Do",2
"Do it","it","Do",111
"Do just","just","Do",3
"Do not","not","Do",355
"Do or","or","Do",12
"Do people","people","Do",19
"Do some","some","Do",13
"Do they","they","Do",121
"Do unto","unto","Do",5
"Do we","we","Do",155
"Do what","what","Do",44
"Do you","you","Do",2104
"Do your","your","Do",45
"Doane the","the","Doane",2
"Doctor Who","Who","Doctor",83
"Doctors say","say","Doctors",9
"Dodge Dart","Dart","Dodge",7
"Dodger Stadium","Stadium","Dodger",32
"Dodgers and","and","Dodgers",14
"Doe investigation","investigation","Doe",3
"Does any","any","Does",11
"Does anyone","anyone","Does",268
"Does he","he","Does",55
"Does it","it","Does",125
"Does not","not","Does",13
"Does one","one","Does",4
"Does your","your","Does",46
"Doesn t","t","Doesn",217
"Dogfish Head","Head","Dogfish",29
"Doin the","the","Doin",4
"Doing everything","everything","Doing",3
"Doing it","it","Doing",15
"Doll s","s","Doll",2
"Dolly Parton","Parton","Dolly",19
"Dolores Olmedo","Olmedo","Dolores",3
"Dolores Park","Park","Dolores",8
"Dolphins to","to","Dolphins",2
"Dominican in","in","Dominican",3
"Don McLean","McLean","Don",2
"Don and","and","Don",13
"Don t","t","Don",3938
"Done it","it","Done",4
"Done with","with","Done",43
"Donna You","You","Donna",2
"Dont get","get","Dont",62
"Dont hate","hate","Dont",2
"Dont judge","judge","Dont",10
"Dont let","let","Dont",47
"Dont make","make","Dont",21
"Dont reply","reply","Dont",2
"Dont stop","stop","Dont",7
"Dont tell","tell","Dont",8
"Dont think","think","Dont",25
"Dont want","want","Dont",13
"Dont you","you","Dont",53
"DontWifeThatChickIf she","she","DontWifeThatChickIf",4
"Dorian Green","Green","Dorian",2
"Dots embossing","embossing","Dots",4
"Dots for","for","Dots",2
"Double Elvis","Elvis","Double",2
"Double IPA","IPA","Double",11
"Doubles from","from","Doubles",8
"Doug Fir","Fir","Doug",3
"Doug Miller","Miller","Doug",3
"Doug said","said","Doug",5
"Douglas County","County","Douglas",15
"Douglas got","got","Douglas",2
"Douglas in","in","Douglas",4
"Dow Jones","Jones","Dow",106
"Down goes","goes","Down",2
"Down lbs","lbs","Down",3
"Down the","the","Down",25
"Down was","was","Down",2
"Downey Jr","Jr","Downey",42
"Downing Street","Street","Downing",14
"Downtown Abbey","Abbey","Downtown",2
"Downtown CLE","CLE","Downtown",2
"Downtown Council","Council","Downtown",4
"Downtown Milwaukee","Milwaukee","Downtown",2
"Downtown San","San","Downtown",6
"Doyle McManus","McManus","Doyle",2
"Dr Alejandra","Alejandra","Dr",2
"Dr Ali","Ali","Dr",3
"Dr Cruddas","Cruddas","Dr",4
"Dr Cyril","Cyril","Dr",2
"Dr Eric","Eric","Dr",6
"Dr G","G","Dr",12
"Dr Gerald","Gerald","Dr",6
"Dr Glenn","Glenn","Dr",3
"Dr Harris","Harris","Dr",2
"Dr John","John","Dr",34
"Dr Kamal","Kamal","Dr",2
"Dr Nabil","Nabil","Dr",3
"Dr Paul","Paul","Dr",11
"Dr Ron","Ron","Dr",2
"Dr Seuss","Seuss","Dr",51
"Dr Watson","Watson","Dr",6
"Dragons and","and","Dragons",2
"Dragons would","would","Dragons",2
"Drain off","off","Drain",3
"Drama To","To","Drama",2
"Draymond Green","Green","Draymond",15
"Dream Big","Big","Dream",8
"Dream but","but","Dream",2
"Dreams of","of","Dreams",16
"Dresden Pl","Pl","Dresden",2
"Drew said","said","Drew",11
"Drewniak said","said","Drewniak",22
"Drink up","up","Drink",8
"Drive And","And","Drive",2
"Drive SF","SF","Drive",15
"Drive The","The","Drive",18
"Drive You","You","Drive",3
"Drive around","around","Drive",2
"Drive for","for","Drive",6
"Driving is","is","Driving",3
"Driving my","my","Driving",5
"Driving thru","thru","Driving",3
"Dropbox is","is","Dropbox",4
"Drove through","through","Drove",3
"Drug Enforcement","Enforcement","Drug",26
"Drunk and","and","Drunk",4
"Dry Eye","Eye","Dry",5
"Dublin and","and","Dublin",6
"Dublin but","but","Dublin",3
"Duck in","in","Duck",4
"Duckett said","said","Duckett",2
"Ducks are","are","Ducks",18
"Dude when","when","Dude",2
"Dudley s","s","Dudley",4
"Due to","to","Due",160
"Duffy said","said","Duffy",3
"Dufner birdied","birdied","Dufner",3
"Duke CEO","CEO","Duke",2
"Duke Lacrosse","Lacrosse","Duke",3
"Duke University","University","Duke",26
"Duke was","was","Duke",4
"Dunedin City","City","Dunedin",2
"Dungeons Dragons","Dragons","Dungeons",2
"Dunk Contest","Contest","Dunk",5
"Dunn says","says","Dunn",6
"Dunne is","is","Dunne",2
"Duran Duran","Duran","Duran",8
"During a","a","During",91
"During his","his","During",73
"During that","that","During",44
"During the","the","During",445
"Dustin Hoffman","Hoffman","Dustin",10
"Dwyane Wade","Wade","Dwyane",34
"Dylan once","once","Dylan",2
"E Morgan","Morgan","E",2
"E Ninth","Ninth","E",3
"E Street","Street","E",40
"E and","and","E",30
"E way","way","E",2
"EBOOK Award","Award","EBOOK",15
"EDISON An","An","EDISON",2
"EDL protesters","protesters","EDL",2
"EK Success","Success","EK",8
"END except","except","END",2
"ENVY to","to","ENVY",2
"EO Wilson","Wilson","EO",3
"EOC is","is","EOC",2
"EP will","will","EP",3
"EPA and","and","EPA",16
"ERA in","in","ERA",64
"ERA on","on","ERA",2
"ESPN s","s","ESPN",41
"EST and","and","EST",6
"EST to","to","EST",10
"ETrade Financial","Financial","ETrade",2
"EU citizenship","citizenship","EU",2
"EUCLID Ohio","Ohio","EUCLID",5
"EURO million","million","EURO",9
"EVEN IF","IF","EVEN",5
"EVER SEEN","SEEN","EVER",6
"EVERY SINGLE","SINGLE","EVERY",20
"EVERYTHING for","for","EVERYTHING",3
"EXACT moment","moment","EXACT",2
"Each bar","bar","Each",2
"Each day","day","Each",46
"Each kid","kid","Each",2
"Each name","name","Each",2
"Each new","new","Each",3
"Each time","time","Each",44
"Each week","week","Each",40
"Eagle I","I","Eagle",4
"Eagles to","to","Eagles",6
"Earl Clark","Clark","Earl",6
"Earley said","said","Earley",3
"Earlier in","in","Earlier",59
"Earlier this","this","Earlier",156
"Early America","America","Early",2
"Early line","line","Early",8
"Earth Day","Day","Earth",139
"Earth I","I","Earth",15
"Earth This","This","Earth",5
"Earth a","a","Earth",6
"Earth hour","hour","Earth",2
"Earthquake and","and","Earthquake",4
"East Coast","Coast","East",134
"East Indian","Indian","East",4
"East Lansing","Lansing","East",11
"East Ridge","Ridge","East",6
"East St","St","East",67
"East coast","coast","East",14
"East in","in","East",27
"East it","it","East",4
"East teams","teams","East",4
"East was","was","East",4
"Easter Bunny","Bunny","Easter",33
"Easter Everyone","Everyone","Easter",7
"Easter I","I","Easter",36
"Easter Sunday","Sunday","Easter",41
"Easter and","and","Easter",28
"Easter is","is","Easter",20
"Eastern Conference","Conference","Eastern",94
"Eastwood s","s","Eastwood",8
"Easy Tiger","Tiger","Easy",2
"Easy a","a","Easy",2
"Eat It","It","Eat",3
"Eating a","a","Eating",13
"Eating pizza","pizza","Eating",4
"Eating popcorn","popcorn","Eating",3
"Eating soup","soup","Eating",2
"Eats for","for","Eats",4
"EcoBoost engines","engines","EcoBoost",4
"Economics and","and","Economics",6
"Ed Mullen","Mullen","Ed",2
"Ed Psych","Psych","Ed",2
"Ed Sheeran","Sheeran","Ed",13
"Ed Wood","Wood","Ed",3
"Eddie Adkins","Adkins","Eddie",3
"Eddie Murphy","Murphy","Eddie",21
"Eddie Van","Van","Eddie",5
"Edgar Allan","Allan","Edgar",19
"Edgar Hoover","Hoover","Edgar",12
"Edgewater Drive","Drive","Edgewater",5
"Editor of","of","Editor",14
"Editor s","s","Editor",32
"Edmonton The","The","Edmonton",4
"Education Bachelor","Bachelor","Education",6
"Education Commissioner","Commissioner","Education",18
"Education Connection","Connection","Education",3
"Education I","I","Education",9
"Education Its","Its","Education",2
"Education Network","Network","Education",2
"Education No","No","Education",2
"Education Statistics","Statistics","Education",3
"Education The","The","Education",10
"Education will","will","Education",8
"Edvard Munch","Munch","Edvard",5
"Edward Cullen","Cullen","Edward",3
"Edward Gibbon","Gibbon","Edward",5
"Edward J","J","Edward",9
"Edwards aide","aide","Edwards",3
"Edwards political","political","Edwards",2
"Edwards was","was","Edwards",25
"Edwards you","you","Edwards",2
"Egg Producers","Producers","Egg",2
"Egypt and","and","Egypt",40
"Egypt in","in","Egypt",7
"Egyptian Greek","Greek","Egyptian",2
"Egyptian pounds","pounds","Egyptian",3
"Ehrlich s","s","Ehrlich",9
"Eileen Markenstein","Markenstein","Eileen",3
"Eilman case","case","Eilman",2
"Either I","I","Either",14
"Either way","way","Either",170
"El Camino","Camino","El",54
"El Nido","Nido","El",3
"El Paso","Paso","El",80
"Elbert at","at","Elbert",2
"Elected officers","officers","Elected",2
"Election Board","Board","Election",4
"Electric to","to","Electric",3
"Electricity is","is","Electricity",3
"Elementary School","School","Elementary",145
"Eleventh Hour","Hour","Eleventh",8
"Eli Lilly","Lilly","Eli",5
"Elias Sports","Sports","Elias",6
"Elizabeth Taylor","Taylor","Elizabeth",27
"Elk Park","Park","Elk",3
"Elks Lodge","Lodge","Elks",9
"Elle Decor","Decor","Elle",5
"EllenRTme day","day","EllenRTme",3
"Elliott who","who","Elliott",7
"Ellis had","had","Ellis",5
"Elmore Leonard","Leonard","Elmore",2
"Eloy Vargas","Vargas","Eloy",2
"Elton John","John","Elton",28
"Elvin Hayes","Hayes","Elvin",2
"Elvis I","I","Elvis",5
"Em I","I","Em",4
"Email Address","Address","Email",2
"Email for","for","Email",30
"Email me","me","Email",81
"Email us","us","Email",51
"Emanuel said","said","Emanuel",14
"Embassy where","where","Embassy",3
"Emergency Management","Management","Emergency",36
"Emma s","s","Emma",14
"Empire s","s","Empire",5
"Employee Appreciation","Appreciation","Employee",2
"Employers for","for","Employers",4
"End and","and","End",13
"End of","of","End",128
"Ending the","the","Ending",16
"Endowment for","for","Endowment",15
"Energy Transfer","Transfer","Energy",3
"Energy s","s","Energy",14
"Enforcement Agency","Agency","Enforcement",3
"Engagement Chimpanzee","Chimpanzee","Engagement",2
"Engel s","s","Engel",2
"England He","He","England",8
"England It","It","England",6
"England Patriots","Patriots","England",72
"England The","The","England",15
"England and","and","England",90
"England manager","manager","England",5
"England patriots","patriots","England",2
"English and","and","English",107
"English as","as","English",31
"English language","language","English",48
"English not","not","English",5
"Enjoy I","I","Enjoy",33
"Enjoy If","If","Enjoy",3
"Enjoy It","It","Enjoy",5
"Enjoy This","This","Enjoy",5
"Enjoy the","the","Enjoy",166
"Enjoy this","this","Enjoy",23
"Enjoy your","your","Enjoy",184
"Enjoy yourselves","yourselves","Enjoy",2
"Enjoying a","a","Enjoying",40
"Enquirer The","The","Enquirer",3
"Enrollment is","is","Enrollment",3
"Enter the","the","Enter",26
"Enterprises a","a","Enterprises",4
"Environment was","was","Environment",3
"Episcopal Church","Church","Episcopal",27
"Eric Dyson","Dyson","Eric",3
"Eric It","It","Eric",2
"Eric Patton","Patton","Eric",2
"Eric and","and","Eric",24
"Eric is","is","Eric",9
"Erie s","s","Erie",3
"Erin I","I","Erin",7
"Ernie Harwell","Harwell","Ernie",4
"Escape from","from","Escape",7
"Especially a","a","Especially",6
"Especially if","if","Especially",40
"Especially this","this","Especially",3
"Estate Broker","Broker","Estate",2
"Estate Services","Services","Estate",5
"Estates Realty","Realty","Estates",2
"Esther at","at","Esther",2
"Euclid Avenue","Avenue","Euclid",24
"Euclid Tavern","Tavern","Euclid",7
"Euclid and","and","Euclid",12
"Euclid s","s","Euclid",5
"Eugene Marathon","Marathon","Eugene",2
"Europe Asia","Asia","Europe",6
"Europe I","I","Europe",15
"Europe In","In","Europe",7
"Europe about","about","Europe",3
"Europe already","already","Europe",2
"Europe and","and","Europe",149
"Europe for","for","Europe",16
"Europe on","on","Europe",12
"Europe right","right","Europe",2
"Europe will","will","Europe",10
"European Central","Central","European",29
"European Commission","Commission","European",18
"European Patent","Patent","European",9
"European Union","Union","European",100
"European countries","countries","European",45
"European officials","officials","European",7
"European patent","patent","European",3
"European politics","politics","European",3
"European style","style","European",6
"European trip","trip","European",6
"Evaluation of","of","Evaluation",6
"Evans would","would","Evans",4
"Eve and","and","Eve",40
"Even a","a","Even",54
"Even after","after","Even",64
"Even as","as","Even",78
"Even before","before","Even",32
"Even better","better","Even",48
"Even his","his","Even",12
"Even if","if","Even",499
"Even more","more","Even",77
"Even now","now","Even",36
"Even so","so","Even",95
"Even the","the","Even",256
"Even those","those","Even",18
"Even though","though","Even",480
"Even to","to","Even",13
"Even today","today","Even",15
"Even when","when","Even",151
"Even without","without","Even",21
"Events and","and","Events",4
"Eventually I","I","Eventually",37
"Eventually the","the","Eventually",35
"Ever When","When","Ever",2
"Ever since","since","Ever",76
"Every Day","Day","Every",17
"Every Lady","Lady","Every",2
"Every Wednesday","Wednesday","Every",2
"Every couple","couple","Every",5
"Every day","day","Every",137
"Every good","good","Every",6
"Every last","last","Every",5
"Every now","now","Every",25
"Every player","player","Every",6
"Every year","year","Every",88
"Everyday more","more","Everyday",2
"Everyone Has","Has","Everyone",2
"Everyone deserves","deserves","Everyone",8
"Everyone dreams","dreams","Everyone",2
"Everyone has","has","Everyone",66
"Everyone hates","hates","Everyone",8
"Everyone have","have","Everyone",7
"Everyone is","is","Everyone",146
"Everyone likes","likes","Everyone",5
"Everyone s","s","Everyone",58
"Everyone says","says","Everyone",11
"Everything I","I","Everything",52
"Everything from","from","Everything",17
"Everything is","is","Everything",157
"Everything the","the","Everything",4
"Everytime I","I","Everytime",55
"Evily is","is","Evily",2
"Example The","The","Example",2
"Except this","this","Except",6
"Exchange will","will","Exchange",4
"Excited about","about","Excited",59
"Excited for","for","Excited",128
"Excited to","to","Excited",269
"Executive Chef","Chef","Executive",6
"Executive Robert","Robert","Executive",9
"Executive Vice","Vice","Executive",10
"Executive chef","chef","Executive",6
"Exit in","in","Exit",3
"Experts on","on","Experts",4
"Explain to","to","Explain",3
"Explain what","what","Explain",3
"Expo at","at","Expo",7
"Exposure in","in","Exposure",3
"Express Lube","Lube","Express",8
"Express offers","offers","Express",19
"Extremely Loud","Loud","Extremely",13
"Eye is","is","Eye",5
"F A","A","F",13
"F Kettering","Kettering","F",2
"F Team","Team","F",4
"F Yar","Yar","F",5
"F about","about","F",2
"F heat","heat","F",2
"F pilots","pilots","F",2
"FA Cup","Cup","FA",24
"FA I","I","FA",3
"FAA spokesman","spokesman","FAA",4
"FAN IN","IN","FAN",6
"FB status","status","FB",8
"FBI agent","agent","FBI",32
"FBI agents","agents","FBI",32
"FBI has","has","FBI",13
"FBI official","official","FBI",2
"FBI officials","officials","FBI",3
