"ngram_full","ngram_tail","ngram_head","freq"
"a MacBook Pro","Pro","a MacBook",6
"a Man was","was","a Man",4
"a March letter","letter","a March",3
"a McDonald s","s","a McDonald",22
"a Michael Jackson","Jackson","a Michael",2
"a NY Times","Times","a NY",2
"a New Jersey","Jersey","a New",30
"a New York","York","a New",102
"a New Yorker","Yorker","a New",13
"a New Yorkstyle","Yorkstyle","a New",2
"a Newark police","police","a Newark",3
"a Nobel Prize","Prize","a Nobel",5
"a PDF of","of","a PDF",4
"a Philadelphia hospital","hospital","a Philadelphia",2
"a Real Estate","Estate","a Real",2
"a Republican from","from","a Republican",24
"a Republican running","running","a Republican",2
"a Rose Bowl","Bowl","a Rose",5
"a San Francisco","Francisco","a San",30
"a Santa suit","suit","a Santa",3
"a Saturday afternoon","afternoon","a Saturday",13
"a Saturday at","at","a Saturday",2
"a Savior who","who","a Savior",4
"a Scorpio is","is","a Scorpio",2
"a Smile Kids","Kids","a Smile",5
"a South African","African","a South",14
"a Sunday I","I","a Sunday",3
"a TV in","in","a TV",7
"a Tier prize","prize","a Tier",2
"a UNESCO World","World","a UNESCO",3
"a US citizen","citizen","a US",22
"a Woman by","by","a Woman",2
"a You can","can","a You",2
"a acre plot","plot","a acre",2
"a acre site","site","a acre",6
"a baby after","after","a baby",2
"a baby s","s","a baby",5
"a baby story","story","a baby",2
"a baby to","to","a baby",7
"a baby will","will","a baby",2
"a back up","up","a back",6
"a backlog of","of","a backlog",9
"a backup on","on","a backup",2
"a bad idea","idea","a bad",73
"a bad name","name","a bad",15
"a bad place","place","a bad",5
"a bad start","start","a bad",10
"a bad team","team","a bad",5
"a bad thing","thing","a bad",133
"a bad way","way","a bad",32
"a badass I","I","a badass",3
"a badge of","of","a badge",11
"a bag of","of","a bag",111
"a baking sheet","sheet","a baking",61
"a balance between","between","a balance",15
"a balmy degrees","degrees","a balmy",4
"a ban on","on","a ban",21
"a band called","called","a band",18
"a bank analyst","analyst","a bank",2
"a bar and","and","a bar",18
"a bargain a","a","a bargain",2
"a base and","and","a base",5
"a baseball cap","cap","a baseball",10
"a basic understanding","understanding","a basic",7
"a bat on","on","a bat",2
"a batch of","of","a batch",40
"a bean bag","bag","a bean",3
"a beautiful and","and","a beautiful",20
"a beautiful day","day","a beautiful",210
"a beautiful setting","setting","a beautiful",4
"a beauty but","but","a beauty",2
"a bed of","of","a bed",48
"a beer or","or","a beer",13
"a behavioral health","health","a behavioral",2
"a believer in","in","a believer",17
"a bell tower","tower","a bell",4
"a bench warrant","warrant","a bench",4
"a better case","case","a better",4
"a better diet","diet","a better",2
"a better form","form","a better",2
"a better life","life","a better",36
"a better look","look","a better",14
"a better player","player","a better",11
"a better understanding","understanding","a better",28
"a better version","version","a better",3
"a better way","way","a better",57
"a bidding war","war","a bidding",7
"a big budget","budget","a big",3
"a big campaign","campaign","a big",2
"a big day","day","a big",24
"a big deal","deal","a big",183
"a big enough","enough","a big",9
"a big head","head","a big",7
"a big issue","issue","a big",13
"a big jump","jump","a big",13
"a big one","one","a big",35
"a big production","production","a big",3
"a big project","project","a big",8
"a big puffy","puffy","a big",2
"a big sister","sister","a big",3
"a big upset","upset","a big",3
"a big week","week","a big",10
"a big win","win","a big",21
"a bike ride","ride","a bike",28
"a billion blow","blow","a billion",2
"a billion investment","investment","a billion",2
"a bird feeder","feeder","a bird",2
"a birdseye view","view","a birdseye",2
"a birth defect","defect","a birth",3
"a birthday party","party","a birthday",34
"a bit I","I","a bit",54
"a bit about","about","a bit",49
"a bit from","from","a bit",7
"a bit guilty","guilty","a bit",6
"a bit gutted","gutted","a bit",3
"a bit hard","hard","a bit",8
"a bit is","is","a bit",4
"a bit later","later","a bit",11
"a bit like","like","a bit",100
"a bit more","more","a bit",315
"a bit of","of","a bit",1078
"a bit out","out","a bit",21
"a bit quirky","quirky","a bit",2
"a bit ridiculous","ridiculous","a bit",4
"a bit this","this","a bit",11
"a bit to","to","a bit",36
"a bit until","until","a bit",4
"a bit which","which","a bit",9
"a black and","and","a black",17
"a black guy","guy","a black",8
"a black woman","woman","a black",13
"a blend of","of","a blend",39
"a blessed day","day","a blessed",38
"a blessing in","in","a blessing",13
"a blind eye","eye","a blind",25
"a blog and","and","a blog",9
"a blog you","you","a blog",4
"a blogger you","you","a blogger",2
"a blur of","of","a blur",9
"a boat with","with","a boat",5
"a body of","of","a body",19
"a book It","It","a book",9
"a book about","about","a book",69
"a book and","and","a book",45
"a book from","from","a book",14
"a book reviewer","reviewer","a book",2
"a book that","that","a book",73
"a book when","when","a book",5
"a bottle of","of","a bottle",177
"a bout of","of","a bout",7
"a bowl and","and","a bowl",25
"a bowl of","of","a bowl",92
"a bowl with","with","a bowl",13
"a bowling ball","ball","a bowling",6
"a box load","load","a box",2
"a box of","of","a box",97
"a boy and","and","a boy",23
"a boy from","from","a boy",7
"a boy he","he","a boy",4
"a boy on","on","a boy",2
"a brand new","new","a brand",112
"a brand that","that","a brand",11
"a break between","between","a break",6
"a breakfast of","of","a breakfast",4
"a brewery that","that","a brewery",3
"a brief history","history","a brief",4
"a brief period","period","a brief",10
"a brighter future","future","a brighter",8
"a broken foot","foot","a broken",8
"a broken leg","leg","a broken",11
"a bronze medal","medal","a bronze",4
"a browse through","through","a browse",3
"a bucket list","list","a bucket",15
"a bump in","in","a bump",8
"a bunch of","of","a bunch",728
"a bus or","or","a bus",8
"a bus tour","tour","a bus",7
"a business model","model","a business",8
"a business trip","trip","a business",17
"a business whose","whose","a business",2
"a busy day","day","a busy",46
"a busy time","time","a busy",6
"a but I","I","a but",8
"a button for","for","a button",7
"a buy one","one","a buy",2
"a byproduct of","of","a byproduct",17
"a cafe and","and","a cafe",4
"a cake pan","pan","a cake",3
"a call for","for","a call",27
"a call today","today","a call",9
"a campaign of","of","a campaign",8
"a campaign poster","poster","a campaign",2
"a can of","of","a can",58
"a capacity of","of","a capacity",8
"a car in","in","a car",18
"a car that","that","a car",32
"a car you","you","a car",7
"a card and","and","a card",11
"a carpenter who","who","a carpenter",4
"a cascade of","of","a cascade",4
"a case the","the","a case",3
"a case where","where","a case",15
"a casserole dish","dish","a casserole",7
"a castle in","in","a castle",5
"a cat The","The","a cat",4
"a cat a","a","a cat",3
"a cave or","or","a cave",4
"a ceiling fan","fan","a ceiling",6
"a celebration at","at","a celebration",2
"a celebrity in","in","a celebrity",3
"a cell phone","phone","a cell",64
"a cellular level","level","a cellular",3
"a century the","the","a century",3
"a certain flavor","flavor","a certain",2
"a certain need","need","a certain",2
"a certain number","number","a certain",16
"a chance at","at","a chance",54
"a chance for","for","a chance",43
"a chance he","he","a chance",9
"a chance in","in","a chance",16
"a chance of","of","a chance",73
"a chance to","to","a chance",963
"a chance you","you","a chance",11
"a charitable organization","organization","a charitable",4
"a charity event","event","a charity",5
"a cheap date","date","a cheap",4
"a cheat sheet","sheet","a cheat",4
"a check against","against","a check",2
"a check to","to","a check",16
"a chef The","The","a chef",2
"a chick I","I","a chick",2
"a chick it","it","a chick",2
"a child I","I","a child",44
"a child They","They","a child",4
"a child on","on","a child",8
"a child or","or","a child",17
"a child who","who","a child",39
"a child with","with","a child",32
"a chocolate chip","chip","a chocolate",7
"a choice but","but","a choice",10
"a chore I","I","a chore",3
"a circle of","of","a circle",14
"a city I","I","a city",8
"a city spokeswoman","spokeswoman","a city",2
"a city where","where","a city",11
"a city with","with","a city",13
"a class action","action","a class",10
"a classmate s","s","a classmate",2
"a clean house","house","a clean",5
"a client that","that","a client",5
"a closely watched","watched","a closely",7
"a closer look","look","a closer",64
"a club option","option","a club",3
"a cluster of","of","a cluster",27
"a coat of","of","a coat",19
"a coffee table","table","a coffee",6
"a cold I","I","a cold",4
"a cold day","day","a cold",11
"a cold for","for","a cold",4
"a cold one","one","a cold",12
"a college student","student","a college",25
"a coloring book","book","a coloring",3
"a combination of","of","a combination",204
"a combination that","that","a combination",5
"a combined with","with","a combined",4
"a comeback in","in","a comeback",8
"a comment I","I","a comment",10
"a comment below","below","a comment",27
"a comment telling","telling","a comment",7
"a commercial for","for","a commercial",22
"a commitment to","to","a commitment",44
"a common practice","practice","a common",10
"a community and","and","a community",7
"a community meeting","meeting","a community",10
"a community with","with","a community",5
"a company that","that","a company",73
"a comparable level","level","a comparable",2
"a compelling reason","reason","a compelling",6
"a compensation board","board","a compensation",2
"a compilation of","of","a compilation",14
"a compliment The","The","a compliment",2
"a compliment by","by","a compliment",2
"a computer based","based","a computer",2
"a concentration of","of","a concentration",3
"a conceptual artist","artist","a conceptual",2
"a concert and","and","a concert",21
"a concert or","or","a concert",3
"a concerted effort","effort","a concerted",15
"a conclusion is","is","a conclusion",2
"a concrete company","company","a concrete",2
"a concrete slab","slab","a concrete",3
"a concussion for","for","a concussion",2
"a condition of","of","a condition",16
"a condition that","that","a condition",6
"a conference call","call","a conference",92
"a confession to","to","a confession",10
"a confrontation with","with","a confrontation",12
"a conspiracy by","by","a conspiracy",2
"a constant in","in","a constant",4
"a consumer research","research","a consumer",2
"a contest and","and","a contest",4
"a continuation of","of","a continuation",12
"a contract has","has","a contract",2
"a contract in","in","a contract",4
"a controversial new","new","a controversial",6
"a conversation in","in","a conversation",6
"a conversation with","with","a conversation",72
"a cookie on","on","a cookie",2
"a cool new","new","a cool",3
"a cool project","project","a cool",2
"a cool vegetable","vegetable","a cool",2
"a copy of","of","a copy",281
"a corner and","and","a corner",15
"a corner he","he","a corner",2
"a costeffective way","way","a costeffective",4
"a couch but","but","a couch",2
"a country road","road","a country",7
"a country what","what","a country",2
"a couple in","in","a couple",5
"a couple more","more","a couple",71
"a couple of","of","a couple",1840
"a couple times","times","a couple",51
"a course at","at","a course",2
"a course in","in","a course",7
"a course meal","meal","a course",6
"a court appearance","appearance","a court",6
"a court filing","filing","a court",12
"a crash but","but","a crash",2
"a cream ale","ale","a cream",2
"a credit card","card","a credit",43
"a crowd of","of","a crowd",62
"a crucial source","source","a crucial",2
"a cult beer","beer","a cult",2
"a culture in","in","a culture",2
"a cure at","at","a cure",2
"a cure for","for","a cure",25
