"ngram_full","freq"
"Sellers",39
"Seminole",43
"Sempra",2
"Sen",846
"Senate",1429
"Senator",183
"Senatorial",13
"Send",406
"Sendak",67
"Sending",124
"Senior",376
"Seniors",53
"Sense",59
"Sensibility",6
"Sentiments",21
"Sentinel",64
"Seoul",49
"Sept",794
"September",1100
"Serbia",56
"Sereno",5
"Serge",34
"Sergei",20
"Sergio",67
"Series",563
"Seriously",743
"Serum",5
"Served",38
"Serves",40
"Service",912
"Services",761
"Sesame",39
"Session",114
"Set",406
"Seth",191
"Setoguchi",2
"Seton",121
"Settina",2
"Setting",78
"Seuss",53
"Seven",273
"Several",510
"Sewing",34
"Sex",247
"Sexton",19
"Sexually",4
"Sexy",103
"Sgt",213
"Shades",72
"Shadow",122
"Shadows",89
"Shaka",11
"Shaker",93
"Shakers",12
"Shakespeare",240
"Shakur",30
"Shalott",2
"Shamabhat",3
"Shame",117
"Shameful",5
"Shanahan",47
"Shane",166
"Shanghai",91
"Shannon",185
"Shapers",2
"Sharapova",17
"Share",241
"Shariah",4
"Sharif",13
"Sharing",79
"Sharks",134
"Sharma",14
"Sharon",159
"Sharp",103
"Shaul",6
"Shaun",103
"Shave",14
"Shaw",183
"Shaws",4
"Shay",20
"She",11551
"Shea",85
"Sheard",7
"Shed",33
"Sheehan",32
"Sheen",76
"Sheeran",16
"Sheetrock",4
"Sheetz",8
"Sheik",26
"Sheila",94
"Shelby",106
"Sheldon",67
"Shelley",66
"Shelly",38
"Shelter",52
"Shepherd",82
"Sheppard",35
"Sheridan",98
"Sheriff",341
"Sheriffs",56
"Sherlock",86
"Sherrod",44
"Sherwood",43
"Shes",270
"Shield",40
"Shields",51
"Shiner",13
"Shiny",10
"Shipping",44
"Shirley",132
"Shit",287
"Shitty",10
"Shoe",40
"Shoemaker",12
"Shoes",93
"Shooting",110
"Shop",271
"Shopping",136
"Shore",220
"Short",219
"Shorter",21
"Shortly",110
"Shot",125
"Should",911
"Shout",315
"Shoutout",134
"Shouts",18
"Shoven",2
"Show",1154
"Shows",100
"Showtime",45
"Showtimes",11
"Shred",15
"Shrimp",70
"Shriver",14
"Shui",6
"Shurmur",80
"Shutter",20
"Shuttle",42
"Siblings",16
"Sicilian",32
"Sick",126
"Sid",47
"Side",399
"Sidney",68
"Sierra",218
"Sign",185
"SignUp",2
"Signature",47
"Signed",45
"Significantly",10
"Signing",47
"Signs",59
"Sikh",26
"Silatolu",9
"Silence",79
"Silent",90
"Silliman",3
"Silly",77
"Silver",312
"Similar",67
"Similarly",93
"Simla",7
"Simmons",143
"Simon",411
"Simons",34
"Simplicity",19
"Simply",195
"Sims",67
"Since",1836
"Sincerely",81
"Singapore",197
"Singer",107
"Singers",29
"Single",165
"Singles",20
"Sinovic",6
"Siren",28
"Sirens",14
"Siri",71
"Sirr",2
"Sis",43
"Sison",2
"Sissy",16
"Sister",149
"Sisters",124
"Sita",6
"Site",92
"Sitka",4
"Sitting",293
"Six",315
"Sixers",89
"Sixth",73
"Sixty",22
"Size",64
"Skater",2
"Skating",22
"Sketch",62
"Skin",68
"Skincare",4
"Skinny",49
"Skip",115
"Sky",228
"Skylar",36
"Skyler",8
"Skype",180
"Slam",57
"Slasher",3
"Slater",48
"Slaughter",21
"Slaughterhouse",5
"Slay",66
"Sleep",261
"Sleeping",95
"Sleepy",44
"Sliced",8
"Slide",34
"Slight",19
"Sloppy",12
"Slovak",9
"Slovakia",25
"Slow",123
"Sluts",7
"Small",402
"Smart",239
"Smashed",9
"Smashwords",19
"Smell",30
"Smh",238
"Smile",138
"Smith",1744
"Smiths",93
"Smithsonians",2
"Smog",10
"Smoke",88
"Smoked",37
"Smokey",42
"Smoky",23
"Smyth",19
"Snack",33
"Snacks",29
"Snake",41
"Snatch",14
"Sneaking",4
"Sneiderman",69
"Snickers",24
"Snow",287
"Snyder",162
"So",17099
"SoI",17
"Soave",3
"Sobran",2
"Soccer",148
"Social",945
"SocialMedia",20
"Socialist",78
"Socialmedia",3
"Society",628
"Socks",18
"Soda",36
"Sodium",18
"Soft",66
"Sokolowski",4
"Sol",52
"Solana",7
"Solando",2
"Solid",89
"Solidarity",21
"Solon",55
"Solutions",112
"Solving",16
"Somali",33
"Some",4128
"Somebody",268
"Someday",101
"Somedays",9
"Somehow",188
"Someone",850
"SomeoneIWantToMeet",18
"Somers",12
"Somerset",114
"Something",655
"Sometimes",1710
"Somewhere",136
"Son",318
"Song",315
"SongsIListenToEveryday",2
"Songwriter",15
"Songwriters",9
"Songz",15
"Sonia",48
"Sonnet",6
"Sonny",53
"Sons",71
"Sony",165
"Soo",77
"Soon",364
"Sooner",18
"Soot",5
"Sophia",82
"Sorachi",3
"Sorry",1443
"Sos",2
"Sotheby",30
"Soul",220
"Soulful",2
"Sound",260
"Sounders",66
"Sounds",721
"Soups",29
"Sour",45
"Source",165
"South",2646
"Southeast",193
"Southeastern",45
"Southern",723
"Southland",20
"Southwest",274
"Soviet",172
"Sowell",108
"Sox",477
"Space",303
"Spagnuolo",29
"Spain",454
"Span",14
"Spanish",734
"Sparkle",24
"Sparkly",7
"Spartacus",10
"Spat",2
"Spathas",3
"Speak",82
"Speaker",268
"Speakerphone",2
"Speaking",314
"Speaks",25
"Spears",70
"Special",622
"Specials",80
"Specific",11
"Spectrum",43
"Speculative",2
"Speech",79
"Speer",7
"Speier",7
"Spence",36
"Spencer",284
"Spending",134
"Spent",120
"Spiced",9
"Spicy",52
"Spiegel",12
"Spielman",19
"Spirit",463
"Spiritual",54
"Spisak",8
"Splash",32
"Split",42
"Spoil",8
"Spokane",52
"Spoke",22
"SpokesmanReview",5
"Spoon",49
"Sporting",121
"SportingKC",33
"Sports",622
"SportsCenter",18
"Spot",77
"Spotted",30
"Spread",186
"Spring",1076
"Springfield",159
"Springsteen",132
"Sprinkle",116
"Spruce",25
"Spurs",260
"Squadron",9
"Square",612
"Squeeze",30
"Squidoo",4
"Sri",82
"Sriracha",13
"St",5768
"Stabbing",3
"Stable",19
"Stacia",3
"Stadium",535
"Staff",179
"Stage",171
"Stalin",37
"Stampin",103
"Stamps",163
"Stan",161
"Stand",158
"Standard",227
"Stanfield",5
"Stanford",373
"Stanislaus",29
"Stanley",298
"Stanton",63
"Star",850
"StarLedger",147
"StarVista",2
"Starbucks",377
"Stark",122
"Stars",276
"Start",428
"Started",139
"Starters",9
"Starting",448
"State",4508
"Statement",40
"States",1754
"Statesmen",9
"Station",376
"Statistics",72
"Staub",27
"Stay",888
"Staying",81
"Std",3
"Steamers",4
"Steel",111
"Steelers",196
"Stefani",6
"Stein",77
"Steinbrenner",24
"Steiner",27
"Stella",109
"Step",260
"Stephanie",209
"Stephen",593
"Stepping",18
"Steps",56
"Stern",166
"Steve",1356
"Steven",436
"Stevens",202
"Stevenson",72
"Stevia",6
"Stevie",80
"Stewart",500
"Sticks",29
"Sticky",30
"Stifel",13
"Stila",2
"Still",2200
"Stingers",5
"Stinking",2
"Stir",222
"Stocks",65
"Stockton",42
"Stoked",70
"Stolen",28
"Stomach",27
"Stone",391
"Stones",100
"Stoney",9
"Stony",18
"Stooges",47
"Stop",1019
"Stopping",23
"Storage",55
"StorageWars",2
"Store",320
"Stores",50
"Stories",129
"Storm",133
"Story",383
"Stossel",7
"Stoudemire",110
"Stout",125
"Stouts",4
"Stove",7
"Stover",13
"Straight",134
"Strangely",27
"Strauss",50
"Stravinsky",15
"Stream",48
"Streamers",3
"Street",2704
"Streets",71
"Streisand",19
"Strengthens",2
"Strike",90
"Stripes",36
"Strive",15
"Striving",10
"Strong",184
"Struck",10
"Stuart",117
"Stubblefield",30
"Student",267
"Students",318
"Studio",307
"Studios",173
"Study",175
"Studying",48
"Stuff",102
"Stuffed",25
"Stumpf",4
"Stupid",172
"Stupidest",3
"Sturgill",4
"Stuyvesant",10
"Style",201
"Subconscious",4
"Subdivision",13
"Subject",45
"Submerge",3
"Submit",38
"Subsequent",12
"Suburbia",5
"Success",266
"Such",743
"Suck",79
"Sucks",72
"Sue",191
"Sufjan",5
"Sugar",224
"Sugarland",16
"Sugg",2
"Suggestions",75
"Suisse",12
"Suite",153
"Sullivan",220
"Sum",33
"Summer",765
"Summit",310
"Summitt",34
"Sun",822
"SunTimes",47
"Sunday",4595
"Sundays",263
"Sunflower",22
"Sunglasses",12
"Sunni",42
"Sunny",158
"Sunnyside",15
"Sunnyvale",28
"Sunoco",13
"Suns",132
"Sunset",139
"Sunshine",126
"Super",1154
"SuperCongress",2
"Superbowl",76
"Superfund",21
"Superintendent",167
"Superior",268
"Superman",102
"Superwoman",3
"Suppan",29
"Support",268
"Supporters",85
"Supposed",16
"Supreme",641
"Surah",3
"Sure",670
"Surely",146
"Surgeons",14
"Surgery",46
"Surgical",19
"Surprising",22
"Surrender",23
"Survey",91
"Survival",37
"Survivors",32
"Susan",463
"Susie",41
"Suspending",3
"Sustainability",32
"Sutton",82
"Suu",31
"Swagg",13
"Swallow",10
"Swan",91
"Sway",6
"Swaziland",5
"Sweden",127
"Swedish",140
"Sweeney",154
"Sweet",753
"Swensen",2
"Swift",156
"Swindle",5
"Swing",76
"Swisher",26
"Swiss",173
"Switzerland",99
"Swoop",3
"Symptoms",22
"Synagogue",9
"Sync",16
"Synod",7
"Syracuse",145
"Syria",218
"Syrian",125
"Systane",2
"System",230
"Systems",116
"T",1230
"TAKE",79
"TALK",70
"TALKING",22
"TANK",6
"TARDIS",24
"TBA",51
"TBH",4
"TC",38
"TD",145
"TDs",59
"TEAM",83
"TEAMFOLLOWBACK",6
"TEEN",20
"TELL",104
"TELLING",7
"TGIF",118
"TH",104
"THANK",262
"THANKS",172
"THAT",777
"THE",2986
"THEIR",52
"THEM",136
"THEN",100
"THEY",161
"THING",64
"THINKING",21
"THINKS",9
"THIRD",14
"THIS",648
"THOUGHTS",10
"TI",24
"TIME",291
"TITANIC",4
"TJ",141
"TKO",11
"TN",89
"TNF",7
"TNT",72
"TO",1698
"TODAY",346
"TOKYO",6
"TOMORROW",122
"TON",33
"TONIGHT",333
"TOO",182
"TOOK",13
"TOOL",7
"TOP",60
"TOPS",5
"TOPTIONAL",2
"TOTAL",24
"TP",18
"TPC",17
"TPS",10
"TRENTON",185
"TRUCK",10
"TRUE",84
"TSA",117
"TShirt",33
"TT",96
"TTC",12
"TV",2715
"TVI",2
"TVs",103
"TWIST",6
"TWITTER",102
"TWO",163
"TWP",42
"TX",200
"TY",163
"Tackled",2
"Taco",192
"Tacoma",51
"Tae",21
"Tahoe",77
"Tai",29
"Taiwanese",25
"Taiyuan",5
"Take",1384
"Taken",78
"Takes",69
"Taking",433
"Tale",59
"Talent",123
"Talented",24
"Taliban",170
"Talk",464
"Talking",226
"Talks",44
"Talley",19
"Tally",7
"TallyCardz",4
"Taman",8
"Tami",39
"Tammany",10
"Tampa",391
"Tamra",8
"Tan",89
"Tangerine",20
"Tango",52
"Tank",68
"Tanstaafl",3
"Tanzania",24
"Taos",17
"Tape",50
"Tapia",3
"Tara",79
"Tarantino",37
"Target",358
"Tarot",19
"Tasks",4
"Tasting",58
"Tat",7
"Tavern",148
"Taylor",887
"Tchaikovsky",33
"Tea",368
"Teacher",149
"Teachers",196
"Teaching",117
"Team",917
"Teamfolloowback",3
"Teamfollowback",5
"Teammate",13
"Teams",83
"Teare",10
"Tears",79
"Teatro",6
"Tebow",472
"Tech",370
"Technical",73
"Technically",46
"Technicolor",17
"Techniques",18
"Technologies",47
"Technologists",2
"Technology",302
"Ted",368
"Teddy",101
"Tedx",2
"Teen",145
"Teenage",41
"Teenager",7
"Tehran",46
"Teka",2
"Telecom",15
"Telegraph",57
"Telephone",16
"Television",106
"Tell",805
"Telling",37
"Tempe",115
"Temperatures",21
"Tempest",31
"Templar",10
"Temple",248
"Temples",8
"Temptation",19
"Temptations",20
"Tempus",3
"Ten",424
"Tenafly",6
"Tendulkar",5
"Tennessee",321
"Tennis",55
"Tera",3
"Teresa",150
"Term",47
"Terminal",68
"Terminator",17
"Terminators",4
"Terrace",65
"Terre",19
"Terrific",35
"Terron",8
"Terror",41
"Terrorism",23
"Terry",336
"Tesla",27
"Test",148
"Testable",3
"Testament",123
"Testing",67
"Tests",27
"Texans",132
"Texarkana",5
"Texas",1798
"Text",241
"Texture",11
"Thai",219
"Than",146
"Thank",5339
"Thankfully",186
"Thanks",11812
"Thanksgiving",636
"Thankyou",41
"That",16214
"ThatEx",2
"Thats",1495
"The",104780
"TheAvengers",22
"Theater",291
"Theaters",7
"Theatre",567
"Their",1275
"Then",4377
"There",11612
"Therefore",278
"Theres",755
"Theresa",54
"These",2975
"Theta",13
"They",14656
"Theyll",34
"Theyre",297
"Theyve",56
"Thicke",9
"Thief",26
"Thiessen",5
"Thighs",4
"Thin",48
"Thing",142
"Things",809
"ThingsAboutMe",56
"Think",912
"ThinkBigBmore",2
"Thinking",409
"Thinks",35
"Thinner",3
"Third",356
"Thirst",11
"This",20780
"Thissen",3
"Thnks",9
"Thomas",1326
"Thompson",550
"Thor",132
"Thorn",21
"Those",1766
"Though",1023
"Thought",250
"Thoughts",176
"ThoughtsDuringSchool",13
"Thousand",45
"Thousands",82
"Thrace",3
"Three",948
"Thriller",15
"Thrive",9
"Thriving",5
"Thrones",107
"Through",421
"Throughout",137
"Throwing",40
"ThuFri",3
"Thud",5
"Thug",22
"Thule",2
"Thunder",268
"Thurs",142
"Thursday",3877
"Thursdays",147
"Thus",321
"Thx",579
"TiVo",21
"Tichman",2
"Ticket",86
"Tickets",348
"Tickle",12
"Tickled",13
"Tide",79
"Tied",27
"Tier",28
"Tiffany",116
"Tift",2
"Tiger",338
"Tigers",463
"Till",85
"Tim",1033
"Timber",26
"Timberlake",36
"Timberland",19
"Timbers",364
"Timberwolves",30
"Time",2238
"Timeline",37
"Timeplace",11
"Times",1122
"Timonen",3
"Tina",139
"Tinky",3
"Tip",351
"Tips",119
"Tipsy",7
"Tire",29
"Tired",184
"Tires",8
"Tish",10
"Tisha",2
"Titan",21
"Titanic",310
"Titanium",13
"Titans",126
"Titled",7
"Titties",20
"Titus",43
"To",6242
"Toadies",4
"Tobin",24
"Toco",3
"Today",3602
"TodayI",2
"Todays",125
"Todd",332
"Toddlers",17
"Toews",37
"Tofu",20
"Together",199
"Tolbert",16
"Toledo",125
"Tolstoy",23
"Tom",1502
"Tomkins",2
"Tommy",275
"Tomorrow",709
"Tonic",12
"Tonight",1019
"Tonights",31
"Tons",55
"Tony",860
"Too",983
"Tool",51
"Toolkit",6
"Tooth",17
"Toothbrush",20
"Tootsie",6
"Top",934
"Topic",45
"Topping",14
"Torchwood",22
"Tornado",61
"Tornadoes",9
"Toronto",339
"Torque",2
"Torre",20
"Tory",53
"Tossing",6
"Total",265
"Totally",276
"Touch",151
"Touche",10
"ToulouseLautrec",4
"Tour",437
"Tourette",14
"Tourism",60
"Tournament",240
"Tourny",3
"Tower",259
"Town",486
"Townend",5
"Townhouse",3
"Townsend",26
"Township",477
"Towson",74
"Toxic",12
"Toyota",278
"Trade",248
"Trademark",23
"Traditional",78
"Tragically",10
"Trail",340
"Trails",25
"Traina",2
"Trainer",49
"Traits",5
"Tramps",6
"Tran",17
"TransDigm",5
"Transfer",106
"Transfers",5
"Transparency",19
"Transport",33
"Transportation",318
"Trash",40
"Trask",10
"Travel",193
"Traveling",53
"Traverse",20
"Travis",189
"Trayvon",207
"Treadwell",6
"Treasure",52
"Treasurer",59
"Treasury",284
"Treasurys",18
"Treat",86
"Treatments",8
"Tree",280
"Treks",4
"Trelawney",2
"Trends",30
"Trent",134
"Trenton",174
"Tressel",136
"Trevor",129
"Trey",73
"Tri",19
"TriCity",25
"TriMet",85
"Trial",60
"Trials",49
"Tribe",149
"Tribesman",2
"Tribune",264
"Tribute",45
"Tricia",27
"Tricks",14
"Trinh",9
"Trio",87
"TripAdvisor",5
"Triple",118
"Tris",18
"Tristan",46
"Trivium",3
"Trojans",52
"Troll",19
"Tropical",44
"Trot",5
"Trout",43
"Trucks",26
"True",666
"Truly",109
"Truman",67
"Trumka",5
"Trump",103
"Trust",427
"Truth",326
"Try",643
"Trying",527
"Tshirt",134
"Tshirts",107
"Tsonga",4
"Tsunami",27
"Tubbs",9
"Tube",27
"Tuck",51
"Tucked",11
"Tucson",209
"Tudor",32
"Tues",107
"Tuesday",3921
"Tuesdays",156
"Tull",12
"Tumi",2
"Tundra",12
"Tune",209
"Tungsten",3
"Tunisian",21
"Tupac",60
"TurboTax",15
"Turk",28
"Turkey",278
"Turkish",102
"Turn",273
"Turnaround",5
"Turned",51
"Turner",309
"Turnpike",104
"Turns",184
"Turtle",43
"Turturro",4
"Tuxedo",17
"Tweaking",3
"Tweed",12
"Tweeps",54
"Tweet",568
"Tweeters",33
"Tweetie",5
"Tweetup",24
"Twelve",62
"Twenty",89
"Twentyfive",10
"Tweoples",5
"Twidroid",2
"Twilight",197
"Twin",175
"Twinkies",13
"Twittasphere",2
"Twitter",3330
"Two",1876
"Twotime",11
"Ty",133
"Tyler",438
"Tynan",4
"Type",128
"Typewriters",2
"Typically",75
"Typing",17
"Tyree",5
"Tyson",112
"U",2417
"UAW",63
"UBC",2
"UBS",27
"UC",188
"UCAN",8
"UCF",52
"UCLA",227
"UCONN",12
"UConnFootball",2
"UDM",4
"UFO",44
"UGH",90
"UIC",10
"UJ",3
"UK",1094
"UM",88
"UMDNJ",17
"UML",2
"UMSL",18
"UN",247
"UNESCO",18
"UNICEF",11
"UNLV",38
"UNSTOPPABLE",3
"UO",131
"UP",530
"UPDATE",118
"UPDATED",14
"UR",155
"URL",76
"US",7571
"USA",890
"USC",280
"USF",44
"USFL",4
"USGA",15
"USJapan",2
"USSR",18
"USbased",25
"UT",107
"Ubisoft",4
"Uggg",3
"Uggh",10
"Ugh",646
"Ugly",81
"Uh",228
"Uhh",23
"Uhoh",12
"Ullger",2
"Ultimately",137
"Ultra",48
"Ulysses",43
"Um",270
"Ume",3
"Umenyiora",75
"Umenyioras",5
"Umm",74
"Umno",30
"Un",22
"Uncertainty",12
"Uncle",229
"Unconditional",9
"Uncorked",4
"Under",646
"Underground",81
"Underneath",10
"Unders",2
"Understandable",6
"Understanding",64
"Undoubtedly",14
"Unexpected",27
"Unfollow",22
"Unfortunately",793
"Unified",109
"Union",931
"Unique",37
"Unit",140
"United",2350
"Uniteds",7
"Unity",55
"Universal",199
"Universe",130
"University",3318
"UniversityPurdue",3
"Universitys",23
"Univision",11
"Unknown",121
"Unleavened",3
"Unless",335
"Unlike",284
"Unofficial",7
"Unplanned",3
"Until",521
"Up",1315
"Uprising",9
"Uptown",59
"Ur",174
"Urals",2
"Urban",284
"Urquell",8
"Us",289
"Use",666
"UseTittiesInAMovieTitle",13
"Used",170
"Users",45
"Usher",41
"Using",400
"Usually",249
"Utah",333
"Uthoff",26
"Utusan",4
"Uzar",2
"Uzbekistan",10
"V",442
"VALUES",5
"VB",22
"VCU",55
"VE",44
"VERY",240
"VGM",2
"VIDEOS",26
"VIEJO",2
"VIP",253
"VITA",4
"VM",19
"VOLT",2
"VOTE",82
"VOTED",6
"VP",109
"Va",142
"Vacation",55
"Vaccine",13
"Vacuum",8
"Valda",3
"Valdosta",6
"Vale",15
"Valentine",434
"Valentines",175
"Valid",13
"Vallejo",26
"Valley",1278
"Valmont",4
"Valor",53
"Valspar",8
"Valuable",17
"Value",89
"Values",30
"Valverde",17
"Vambe",3
"Vampirella",11
"Vampires",22
"Van",558
"Vancouver",346
"Vancouvers",7
"Vanessa",99
"Vang",9
"Vangelis",2
"Vanilla",89
"Vanport",2
"Vargas",55
"Varsity",30
"Vaseline",10
"Vday",12
"Veeck",11
"Vegas",1020
"Vegetarian",46
"Vehicle",45
"Veil",19
"Veirs",2
"Vellum",2
"Veneer",4
"Venerable",6
"Venezuela",50
"Veni",4
"Venice",79
"Ventures",28
"Venus",90
"Vera",59
"Verde",37
"Verdes",4
"Verizon",214
"Vermeers",2
"Vermilion",8
"Vernon",94
"Very",1284
"Veteran",71
"Veterans",204
"Veterinary",21
"Via",98
"Viacom",25
"Viator",4
"Vibe",16
"Vice",177
"Vichy",5
"Vickie",15
"Victims",27
"Victor",183
"Victoria",279
"Victorian",161
"Victorville",4
"Video",331
"Videos",37
"Vie",11
"Vienna",82
"Vietnam",248
"View",337
"Viewing",19
"Views",13
"Viking",50
"Vikings",386
"Vile",5
"Villa",99
"Village",397
"Vince",149
"Vincent",193
"Vine",33
"Vintage",166
"Violence",69
"Violet",92
"Violin",23
"Virginia",723
"Virtual",64
"Visa",57
"Vishnu",7
"Visine",2
"Visit",295
"Visitors",99
"Vista",155
"Vita",51
"Vivanco",2
"Vivek",4
"Viz",5
"Vlad",10
"Vocalist",8
"Vodburner",2
"Vodka",65
"Voice",239
"Voigt",9
"Voila",17
"Voinovich",39
"Vol",51
"Volt",71
"Volume",55
"Volunteers",74
"Von",80
"Vonage",4
"Voss",15
"Vote",151
"Voter",30
"Voters",106
"Voting",64
"Vow",27
"Vue",3
"W",979
"WA",92
"WAAAH",3
"WALK",20
"WALKING",5
"WALLACE",2
"WANNA",59
"WANT",239
"WAS",231
"WASHINGTON",344
"WASP",4
"WATCHING",22
"WBAL",2
"WE",510
"WEAO",2
"WEBSITE",19
"WEED",9
"WEIGHT",6
"WERE",60
"WFFConf",4
"WG",12
"WHAT",462
"WHEEL",3
"WHERE",139
"WHILE",18
"WHITE",57
"WHO",226
"WHY",261
"WILL",431
"WISH",56
"WITH",342
"WM",22
"WOMEN",43
"WONDER",9
"WONDERFUL",40
"WOOT",23
"WORKING",27
"WORLD",138
"WORST",44
"WOULD",109
"WOW",276
"WR",185
"WRKS",2
"WRONG",71
"WSC",3
"WTF",305
"WTG",6
"WUD",2
"WV",53
"WW",76
"WWE",121
"WWF",18
"WXZ",3
"Waco",22
"Wade",275
"Wadlow",2
"Waelterman",7
"Wage",10
"Wagner",128
"Wagstaffe",5
"Wait",548
"Waiting",335
"Waits",30
"Wakefield",17
"WalMart",188
"Wales",119
"Walford",2
"Walk",320
"Walked",49
"Walker",501
"Walkers",20
"Walking",243
"Wall",649
"Wallace",376
"Walnut",76
"Walsh",161
"Walt",130
"Walter",222
"Walters",73
"Walton",91
"Wan",18
"Wanderers",8
"Wang",94
"Want",646
"War",1106
"Ward",338
"Wardlow",2
"Warfield",15
"Warhol",45
"Warn",3
"Warner",234
"Warning",93
"Warped",36
"Warren",366
"Warrensville",26
"Wars",265
"Was",1070
"Washington",2561
"Wasikowska",4
"Wasilla",7
"Wasn",87
"Wasser",4
"Watch",668
"Watched",117
"Watchin",39
"Watching",1326
"Watchtower",5
"Water",467
"Waterfront",44
"Waterloo",66
"Waters",138
"Waterway",5
"Watson",282
"Watt",37
"Watts",83
"Wave",76
"Waving",8
"Waxing",4
"Waxy",2
"Way",804
"Waylon",10
"Wayne",466
"Wbu",15
"We",31388
"WeWereCoolUntil",6
"Wean",3
"Weather",252
"Web",493
"Weber",120
"Webster",174
"Wed",276
"Wedding",174
"Wednesday",3489
"Wednesdays",139
"Wee",32
"Weed",33
"Weeden",90
"Weeding",10
"Week",664
"Weekend",273
"Weekes",3
"Weekly",120
"Weeting",2
"Wegmans",23
"Wei",55
"WeiYin",2
"Weight",131
"Weinman",3
"Weird",179
"Welcome",1170
"Weldon",23
"Welfare",30
"Well",4658
"Wells",300
"Welsh",95
"Went",291
"Were",807
"Wes",74
"Wesley",119
"West",2537
"Westbrook",96
"Western",819
"Westfield",58
"Westlake",92
"Westminster",147
"Weston",37
"Westwood",69
"Wet",47
"Weve",274
"Wha",16
"Whalen",17
"Wham",3
"What",15157
"Whatever",523
"Whats",519
"Wheatley",8
"Wheeler",68
"Wheels",67
"When",11139
"Whenever",263
"Where",2393
"Whereas",45
"Wheres",35
"Whether",511
"Which",1215
"While",3130
"Whilst",81
"Whirlwind",6
"Whiskey",93
"Whisper",39
"Whitaker",53
"White",2245
"Whitey",28
"Whitney",404
"Who",3888
"Whoa",165
"Whoah",4
"Whoever",120
"Whole",209
"Whos",64
"Whose",67
"Why",4907
"WiFi",137
"Wickenburg",7
"Wickets",4
"Wickham",5
"Widdicombe",2
"Wide",81
"Widmer",13
"Wiegand",7
"Wife",144
"Wiff",2
"Wight",21
"Wigwam",10
"Wii",94
"Wiig",22
"WikiLeaks",16
"Wikipedia",150
"Wilbon",3
"Wild",400
"Wilde",95
"Wildlife",123
"Wilkinson",70
"Will",2380
"Willamette",91
"William",966
"Williams",1303
"Willie",147
"Willis",118
"Willow",66
"Willy",47
"Wilson",675
"Wilton",24
"Win",241
"Wind",153
"Windler",2
"Window",38
"Windows",264
"Windsor",101
"Windy",43
"Wine",460
"Winehouse",49
"Wing",106
"Wings",214
"Winky",6
"Winner",141
"Winnie",28
"Winning",138
"Winslet",16
"Winston",100
"Winter",413
"Wioncek",3
"Wire",53
"Wired",22
"Wis",73
"Wisconsin",670
"Wise",83
"Wiseman",13
"Wish",752
"Wishes",45
"Wishing",260
"Wit",60
"With",4770
"Within",244
"Without",608
"Witness",53
"Witnesses",60
"Witwatersrand",3
"Wixom",4
"Wizard",62
"Wizards",96
"Wofford",8
"Woke",145
"Wolf",189
"Wolfe",72
"Wolff",38
"Womack",28
"Woman",288
"Women",762
"Womens",102
"Womp",10
"Won",158
"Wonder",320
"Wondering",121
"Wong",57
"Wonka",24
"Wonky",2
"Wont",38
"Woo",218
"Wood",301
"Woodbridge",58
"Woodbury",37
"Woodward",57
"Woody",123
"Woohoo",121
"Word",535
"Words",240
"WordsYouWillNeverHearMeSay",13
"Work",647
"Workforce",26
"Workin",13
"Working",731
"Workout",49
"Works",207
"Workshop",113
"World",2510
"Wormald",6
"Worried",23
"Worst",161
"Worthington",26
"Worthless",8
"Would",1263
"Wouldn",151
"Wouldnt",37
"Wow",1745
"Wrapped",20
"Wrapping",32
"Wray",8
"Wrench",8
"Wrestling",41
"Wright",359
"Wrights",8
"Write",172
"Writer",131
"Writers",137
"Writing",348
"Wtf",151
"Wu",105
"Wyandotte",12
"Wyatt",74
"Wyeldahgoodscom",2
"Wylie",18
"Wyoming",82
"X",613
"XC",17
"XD",211
"XES",7
"XL",57
"XO",75
"XOXO",43
"XOXOXOXOXO",2
"XRay",2
"XT",2
"Xander",17
"XavierLT",8
"Xbox",104
"Xmas",115
"Xox",5
"Xoxo",67
"Xspo",2
"Y",483
"YA",274
"YALL",22
"YAY",159
"YEA",30
"YEAH",155
"YEAHH",3
"YEARS",59
"YES",610
"YIKES",16
"YO",78
"YOLO",107
"YORK",264
"YOU",2617
"YOUR",626
"YOUU",5
"YUS",3
"YW",14
"Ya",261
"Yaakov",2
"Yadi",2
"Yahoo",264
"Yakima",16
"Yale",110
"Yall",84
"Yank",5
"Yankee",141
"YankeeNation",2
"Yankees",547
"Yao",23
"Yar",7
"Yards",109
"Yassin",9
"Yates",53
"Yay",660
"Yayyy",13
"Yea",277
"YeaI",3
"Yeah",1919
"Yeakley",2
"Year",1363
"Years",383
"Yeats",17
"Yellow",151
"Yellowstone",27
"Yelp",82
"Yemen",103
"Yemeni",22
"Yep",509
"Yes",3871
"Yesterday",476
"Yet",1058
"Yi",23
"Yikes",114
"Yo",302
"Yoga",145
"Yolo",23
"Yoochun",28
"York",3783
"Yorker",90
"Yorkers",62
"Yorkstyle",4
"Yormark",7
"Yoshihara",2
"You",24212
"YouTube",518
"YouWereCuteUntil",10
"Youkilis",21
"Youll",155
"Young",1117
"Your",3510
"Youre",361
"Yourself",64
"Yousuf",19
"Youth",265
"Youtube",76
"Youve",129
"Ysidro",11
"Yuba",9
"Yum",198
"Yuma",34
"Yup",291
"Yvon",8
"Z",208
"ZIP",25
"ZP",3
"ZUZU",5
"Zachary",49
"Zanesville",16
"Zannas",5
"Zapatero",8
"Zarrar",8
"Zealand",160
"Zeeta",2
"Zeitler",18
"Zellers",29
