"ngram_full","ngram_tail","ngram_head","freq"
"book will you be reading","reading","book will you be",2
"both had so much fun","fun","both had so much",2
"both houses of the Legislature","Legislature","both houses of the",6
"both sides of the aisle","aisle","both sides of the",18
"both ways Davis said The","The","both ways Davis said",2
"bowl whip the heavy cream","cream","bowl whip the heavy",2
"boy and a girl I","I","boy and a girl",2
"boyfriEND friEND everything has an","an","boyfriEND friEND everything has",2
"boyfriend doesn t text me","me","boyfriend doesn t text",2
"boys and girls in the","the","boys and girls in",2
"brand in North America said","said","brand in North America",2
"breaking and the roar and","and","breaking and the roar",2
"breast cancer and save lives","lives","breast cancer and save",2
"bring an end to the","the","bring an end to",3
"bring you to your knees","knees","bring you to your",2
"brings all the boys to","to","brings all the boys",3
"brings me closer to you","you","brings me closer to",2
"broken in two let my","my","broken in two let",6
"bulls Own them at your","your","bulls Own them at",2
"burning a hole in my","my","burning a hole in",3
"business in the block of","of","business in the block",4
"busy day ahead of me","me","busy day ahead of",4
"but I am not the","the","but I am not",2
"but I can t explain","explain","but I can t",2
"but I couldnt help myself","myself","but I couldnt help",2
"but I d love to","to","but I d love",9
"but I did my best","best","but I did my",2
"but I do have a","a","but I do have",5
"but I don t think","think","but I don t",74
"but I feel that it","it","but I feel that",2
"but I fell in love","love","but I fell in",3
"but I find it very","very","but I find it",3
"but I forgot one thing","thing","but I forgot one",2
"but I have to say","say","but I have to",13
"but I just had to","to","but I just had",6
"but I know it wont","wont","but I know it",2
"but I ll take it","it","but I ll take",10
"but I m itching to","to","but I m itching",2
"but I m looking forward","forward","but I m looking",5
"but I m not sure","sure","but I m not",38
"but I might be able","able","but I might be",2
"but I think we can","can","but I think we",4
"but I thought it was","was","but I thought it",11
"but I want to be","be","but I want to",11
"but I wanted to start","start","but I wanted to",2
"but a lot of times","times","but a lot of",2
"but about dancing in the","the","but about dancing in",2
"but added that there is","is","but added that there",2
"but alas I did not","not","but alas I did",2
"but as soon as I","I","but as soon as",5
"but at least the fans","fans","but at least the",2
"but at the end of","of","but at the end",29
"but at the same time","time","but at the same",62
"but didn t know what","what","but didn t know",2
"but doing so with a","a","but doing so with",2
"but ended up really enjoying","enjoying","but ended up really",2
"but falling in love with","with","but falling in love",6
"but for now I m","m","but for now I",5
"but for the purpose of","of","but for the purpose",2
"but he didn t know","know","but he didn t",3
"but he didn t want","want","but he didn t",5
"but him and my mom","mom","but him and my",2
"but if you just want","want","but if you just",2
"but if you want to","to","but if you want",17
"but it certainly didn t","t","but it certainly didn",2
"but it s definitely a","a","but it s definitely",3
"but it s hard to","to","but it s hard",20
"but it s just the","the","but it s just",2
"but it s one game","game","but it s one",2
"but it turns out that","that","but it turns out",2
"but it wasn t enough","enough","but it wasn t",4
"but less well known is","is","but less well known",2
"but my guess is that","that","but my guess is",2
"but not sure how I","I","but not sure how",2
"but remember that it will","will","but remember that it",2
"but she didn t go","go","but she didn t",2
"but so far it s","s","but so far it",3
"but that s a pretty","pretty","but that s a",3
"but that s beside the","the","but that s beside",3
"but that s what they","they","but that s what",2
"but the truth is it","it","but the truth is",2
"but then when they get","get","but then when they",2
"but there are a few","few","but there are a",12
"but there are so many","many","but there are so",7
"but there has been a","a","but there has been",5
"but there is an extra","extra","but there is an",2
"but this is a great","great","but this is a",2
"but to those of us","us","but to those of",2
"but we can t get","get","but we can t",2
"but you also have to","to","but you also have",3
"but you have to respect","respect","but you have to",2
"buy one get one free","free","buy one get one",13
"by Case Western Reserve University","University","by Case Western Reserve",2
"by Jennie Black Open to","to","by Jennie Black Open",3
"by President George W Bush","Bush","by President George W",2
"by a few people on","on","by a few people",2
