"ngram_full","ngram_tail","ngram_head","freq"
"because I know I","I","because I know",13
"because I know she","she","because I know",3
"because I like my","my","because I like",2
"because I m going","going","because I m",7
"because I m the","the","because I m",5
"because I thought I","I","because I thought",10
"because I ve learned","learned","because I ve",3
"because I was so","so","because I was",14
"because I wasn t","t","because I wasn",14
"because I would never","never","because I would",3
"because even though we","we","because even though",3
"because he didn t","t","because he didn",20
"because he had the","the","because he had",2
"because he s a","a","because he s",14
"because he s seen","seen","because he s",3
"because he said so","so","because he said",2
"because he was afraid","afraid","because he was",3
"because it doesn t","t","because it doesn",18
"because it s bad","bad","because it s",3
"because it s in","in","because it s",6
"because it s now","now","because it s",2
"because it s so","so","because it s",18
"because it s such","such","because it s",7
"because it s the","the","because it s",29
"because its kind of","of","because its kind",2
"because love covers over","over","because love covers",2
"because of professional misconduct","misconduct","because of professional",2
"because of the controversy","controversy","because of the",2
"because of the failures","failures","because of the",2
"because of the pending","pending","because of the",3
"because of the way","way","because of the",25
"because of what Jesus","Jesus","because of what",2
"because of what he","he","because of what",9
"because she didn t","t","because she didn",15
"because so many of","of","because so many",5
"because there are already","already","because there are",2
"because there s no","no","because there s",8
"because there were no","no","because there were",6
"because they are so","so","because they are",15
"because they make you","you","because they make",2
"because they re so","so","because they re",12
"because they were not","not","because they were",19
"because we are all","all","because we are",8
"because we got to","to","because we got",2
"because we think we","we","because we think",2
"because well I m","m","because well I",2
"because when it s","s","because when it",2
"because you aren t","t","because you aren",2
"because you love that","that","because you love",2
"because you never know","know","because you never",13
"because you re a","a","because you re",12
"because you want to","to","because you want",23
"become a better player","player","become a better",2
"become a bit of","of","become a bit",6
"become more and more","more","become more and",17
"become the equals of","of","become the equals",2
"becoming a part of","of","becoming a part",3
"becoming your friend was","was","becoming your friend",6
"bed and right before","before","bed and right",2
"bed thinking of how","how","bed thinking of",2
"bedroom last night and","and","bedroom last night",2
"been I love you","you","been I love",3
"been a constant in","in","been a constant",2
"been a fair day","day","been a fair",3
"been a hard sell","sell","been a hard",2
"been a tradition for","for","been a tradition",2
"been a while since","since","been a while",59
"been able to do","do","been able to",50
"been able to just","just","been able to",2
"been an issue for","for","been an issue",6
"been and will continue","continue","been and will",7
"been around for years","years","been around for",13
"been around the world","world","been around the",2
"been at least a","a","been at least",2
"been banned for life","life","been banned for",2
"been brought to life","life","been brought to",3
"been built The city","city","been built The",2
"been charged with raping","raping","been charged with",2
"been charged with seconddegree","seconddegree","been charged with",4
"been convicted of armed","armed","been convicted of",2
"been doing it with","with","been doing it",2
"been done to death","death","been done to",3
"been going on since","since","been going on",7
"been good so far","far","been good so",7
"been good to us","us","been good to",3
"been hanging around the","the","been hanging around",2
"been his last game","game","been his last",2
"been in a cave","cave","been in a",2
"been in love with","with","been in love",11
"been in place since","since","been in place",2
"been in the office","office","been in the",2
"been in your shoes","shoes","been in your",4
"been interesting to see","see","been interesting to",4
"been invited to speak","speak","been invited to",2
"been involved in the","the","been involved in",12
"been listening to the","the","been listening to",5
"been looking forward to","to","been looking forward",13
"been made on how","how","been made on",2
"been married for two","two","been married for",2
"been much better off","off","been much better",3
"been nominated for the","the","been nominated for",2
"been on a roll","roll","been on a",4
"been on twitter for","for","been on twitter",10
"been placed on the","the","been placed on",8
"been playing around with","with","been playing around",6
"been published in the","the","been published in",4
"been put in the","the","been put in",4
"been quite a few","few","been quite a",4
"been restored to the","the","been restored to",2
"been run over by","by","been run over",2
"been said about me","me","been said about",3
"been selected as the","the","been selected as",5
"been shown to have","have","been shown to",3
"been so focused on","on","been so focused",2
"been so happy to","to","been so happy",5
"been so long since","since","been so long",25
"been the last time","time","been the last",3
"been the reward for","for","been the reward",3
"been there ever since","since","been there ever",3
"been thinking about it","it","been thinking about",12
"been thinking about the","the","been thinking about",10
"been thinking about this","this","been thinking about",7
"been through an awful","awful","been through an",2
"been through with somebody","somebody","been through with",2
"been to get the","the","been to get",4
"been to the house","house","been to the",2
"been told I look","look","been told I",2
"been up to I","I","been up to",5
"been very good at","at","been very good",2
"been waiting for the","the","been waiting for",11
"been with the company","company","been with the",3
"been working with a","a","been working with",5
"been working with the","the","been working with",10
"before Don t get","get","before Don t",2
"before I do I","I","before I do",6
"before I ever met","met","before I ever",2
"before I had a","a","before I had",4
"before I knew about","about","before I knew",2
"before I knew what","what","before I knew",3
"before I know the","the","before I know",3
"before I was even","even","before I was",2
"before Superior Court Judge","Judge","before Superior Court",8
"before a crowd of","of","before a crowd",14
"before moving on to","to","before moving on",13
"before or after we","we","before or after",2
"before returning to the","the","before returning to",7
"before she passed away","away","before she passed",2
